Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;PJ_CG_Vencido_15d;PJ_CG_Vencer_90d;PJ_CG_Vencer_91-360d;PJ_CG_Vencer_361-1080d;PJ_CG_Vencer_1081-1800d;PJ_CG_Vencer_1801-5400d;PJ_CG_Vencer_acima_5400d;PJ_CG_TOTAL;PJ_I_Vencido_15d;PJ_I_Vencer_90d;PJ_I_Vencer_91-360d;PJ_I_Vencer_361-1080d;PJ_I_Vencer_1081-1800d;PJ_I_Vencer_1801-5400d;PJ_I_Vencer_acima_5400d;PJ_I_TOTAL;PJ_CGR_Vencido_15d;PJ_CGR_Vencer_90d;PJ_CGR_Vencer_91-360d;PJ_CGR_Vencer_361-1080d;PJ_CGR_Vencer_1081-1800d;PJ_CGR_Vencer_1801-5400d;PJ_CGR_Vencer_acima_5400d;PJ_CGR_TOTAL;PJ_Recebiveis_Vencido_15d;PJ_Recebiveis_Vencer_90d;PJ_Recebiveis_Vencer_91-360d;PJ_Recebiveis_Vencer_361-1080d;PJ_Recebiveis_Vencer_1081-1800d;PJ_Recebiveis_Vencer_1801-5400d;PJ_Recebiveis_Vencer_acima_5400d;PJ_Recebiveis_TOTAL;PJ_Comex_Vencido_15d;PJ_Comex_Vencer_90d;PJ_Comex_Vencer_91-360d;PJ_Comex_Vencer_361-1080d;PJ_Comex_Vencer_1081-1800d;PJ_Comex_Vencer_1801-5400d;PJ_Comex_Vencer_acima_5400d;PJ_Comex_TOTAL;PJ_Outros_Vencido_15d;PJ_Outros_Vencer_90d;PJ_Outros_Vencer_91-360d;PJ_Outros_Vencer_361-1080d;PJ_Outros_Vencer_1081-1800d;PJ_Outros_Vencer_1801-5400d;PJ_Outros_Vencer_acima_5400d;PJ_Outros_TOTAL;PJ_Infra_Vencido_15d;PJ_Infra_Vencer_90d;PJ_Infra_Vencer_91-360d;PJ_Infra_Vencer_361-1080d;PJ_Infra_Vencer_1081-1800d;PJ_Infra_Vencer_1801-5400d;PJ_Infra_Vencer_acima_5400d;PJ_Infra_TOTAL;PJ_Rural_Vencido_15d;PJ_Rural_Vencer_90d;PJ_Rural_Vencer_91-360d;PJ_Rural_Vencer_361-1080d;PJ_Rural_Vencer_1081-1800d;PJ_Rural_Vencer_1801-5400d;PJ_Rural_Vencer_acima_5400d;PJ_Rural_TOTAL;PJ_Hab_Vencido_15d;PJ_Hab_Vencer_90d;PJ_Hab_Vencer_91-360d;PJ_Hab_Vencer_361-1080d;PJ_Hab_Vencer_1081-1800d;PJ_Hab_Vencer_1801-5400d;PJ_Hab_Vencer_acima_5400d;PJ_Hab_TOTAL;Total Exterior Pessoa Jurídica;;;;;;;;;;;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE ITAPEJARA D`OESTE - CRESOL ITAPEJARA D`OESTE;4973378;b3S;I;2;S5;9;ITAPEJARA D'OESTE;PR;01/03/2018;5879;0;43;105;216;94;0;0;458;0;13;33;115;111;0;0;271;0;0;0;0;0;0;36;36;7;94;5;0;0;0;0;106;0;0;0;0;0;0;0;0;211;497;1248;2126;417;3;0;4502;1;36;86;203;180;0;0;506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DA REGIÃO DE CRATEÚS - SICREDI CRATEÚS;68389;b3S;I;2;S5;9;CRATEUS;CE;01/03/2018;5877;49;423;993;1130;252;0;0;2846;51;321;710;1047;236;69;0;2434;0;115;196;0;0;0;0;311;0;279;2;0;0;0;0;281;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MICRO REGIÕES DE GOIÂNIA E ADJACENTES LTDA.;1601342;b3S;I;2;S5;9;GOIANIA;GO;01/03/2018;5852;675;387;855;1231;412;0;0;3560;0;41;123;219;0;0;0;383;0;1656;20;0;0;0;0;1676;0;78;2;0;0;0;0;80;0;0;0;0;0;0;0;0;62;92;0;0;0;0;0;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS;5192316;n1;I;2;S4;14;SANTO CRISTO;RS;01/03/2018;5825;64;101;99;27;0;0;0;291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3957;497;0;0;0;0;4454;0;0;0;0;0;0;0;0;294;547;239;1;0;0;0;1080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE DORES DO INDAIÁ LTDA - COOPCREDI;2254376;b3S;I;2;S5;9;DORES DO INDAIA;MG;01/03/2018;5822;9;1106;819;1363;376;0;0;3673;0;79;227;332;16;0;0;654;0;76;161;0;0;0;0;237;3;589;50;0;0;0;0;643;0;0;0;0;0;0;0;0;11;4;600;0;0;0;0;616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA CENTRAL DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA   CENTRAL CRESOL SICOPER;21198087;b3C;I;2;S4;9;PASSO FUNDO;RS;01/03/2018;5820;0;1191;4629;0;0;0;0;5820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL DE IRAÍ DE MINAS LTDA -SICOOB CREDIMIL;71207740;b3S;I;2;S5;9;IRAI DE MINAS;MG;01/03/2018;5596;0;644;155;73;0;0;0;872;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;42;0;7;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1362;3312;0;0;0;0;4674;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
SICREDI CARIRI - COOPERATIVA DE CRÉDITO DA REGIÃO DO CARIRI;86913993;b3S;I;2;S5;9;JUAZEIRO DO NORTE;CE;01/03/2018;5484;16;611;1317;1533;396;243;0;4116;0;117;307;554;152;2;0;1132;0;65;136;0;0;0;0;201;0;30;0;0;0;0;0;30;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DAS ENCOSTAS DA SERRA GERAL - CRESOL ENCOSTAS DA SERRA GERAL;3485130;b3S;I;2;S5;9;SANTA ROSA DE LIMA;SC;01/03/2018;5468;40;402;1114;1687;284;0;0;3528;7;166;407;541;30;0;0;1151;1;0;0;0;0;0;111;112;0;269;34;0;0;0;0;303;0;0;0;0;0;0;0;0;12;50;80;153;41;0;0;336;0;1;18;12;7;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO DE LIVRE ADMISSÃO DA SERRA DA CANTAREIRA - SICOOB CANTAREIRA;49069990;b3S;I;2;S5;9;GUARULHOS;SP;01/03/2018;5447;93;545;1241;1498;294;131;0;3802;0;47;130;300;78;124;0;679;0;51;488;52;0;0;0;591;0;250;11;0;0;0;0;261;0;0;0;0;0;0;0;0;105;10;0;0;0;0;0;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DOS MEDICOS E DEMAIS PROFISSIONAIS DE NIVEL SUPERIOR DA AREA DE SAUDE DE SALVADOR E REGIAO METROPOLITANA LTDA - SICOOB CREDMED;7440317;b3S;I;2;S5;9;SALVADOR;BA;01/03/2018;5405;118;606;1495;1385;67;0;0;3671;1;43;93;104;0;0;0;240;0;599;0;0;0;0;0;599;2;750;76;0;0;0;0;829;0;0;0;0;0;0;0;0;60;7;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE MARTINHO CAMPOS LTDA - SICOOB CREDIMAC;64480833;b3S;I;2;S5;9;MARTINHO CAMPOS;MG;01/03/2018;5403;100;614;1757;1246;124;0;0;3840;7;85;256;218;0;0;0;566;0;220;0;0;0;0;0;220;5;646;50;0;0;0;0;701;0;0;0;0;0;0;0;0;14;9;53;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPINA VERDE LTDA. - SICOOB CREDICAMPINA;1609345;b3S;I;2;S5;9;CAMPINA VERDE;MG;01/03/2018;5394;20;1154;931;762;124;0;0;2991;1;62;179;291;82;0;0;615;0;160;57;0;0;0;0;217;173;807;59;0;0;0;0;1040;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;117;164;247;0;0;0;528;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE MANAUS - SICOOB CREDEMPRESAS-AM;10808037;b3S;I;2;S5;9;MANAUS;AM;01/03/2018;5374;87;714;1293;812;88;0;0;2995;0;0;0;0;0;0;0;0;0;529;6;0;0;0;0;535;126;1624;71;0;0;0;0;1820;0;0;0;0;0;0;0;0;8;15;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
AGÊNCIA DE FOMENTO DO ESTADO DO TOCANTINS S.A.;5474540;n1;I;1;S4;30;PALMAS;TO;01/03/2018;5340;304;1619;1145;1059;64;0;0;4191;126;269;427;168;0;0;0;990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;61;52;0;0;0;137;0;4;11;8;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
UNICRED COSTA DO SOL RJ - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DA COSTA DO SOL LTDA.;39231527;b3S;I;2;S5;9;MACAE;RJ;01/03/2018;5340;0;231;548;406;94;21;0;1300;0;154;329;385;47;0;0;915;0;843;132;0;0;0;0;975;0;34;2;0;0;0;0;36;0;0;0;0;0;0;0;0;1;366;846;884;16;0;0;2114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DA REGIÃO NORTE MARANHENSE E DOS EMPREGADOS DA ALUMAR- SICOOB NORTE MARANHENSE;22491263;b3S;I;2;S5;9;SAO LUIS;MA;01/03/2018;5315;33;659;638;899;181;0;0;2410;0;58;143;199;22;0;0;421;0;610;378;0;0;0;0;988;308;891;107;0;0;0;0;1306;0;0;0;0;0;0;0;0;142;26;18;4;0;0;0;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE ITAPETININGA - SICOOB CRED-ACI;8844074;b3S;I;2;S5;9;ITAPETININGA;SP;01/03/2018;5308;128;508;1347;1456;118;0;0;3557;0;4;15;20;0;0;0;39;0;1027;5;0;0;0;0;1032;0;644;20;0;0;0;0;664;0;0;0;0;0;0;0;0;4;12;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE TEÓFILO OTONI LTDA.;1709266;b3S;I;2;S5;9;TEOFILO OTONI;MG;01/03/2018;5274;60;430;953;1127;217;0;0;2788;6;182;415;644;279;254;0;1779;0;421;113;0;0;0;0;533;0;109;23;0;0;0;0;132;0;0;0;0;0;0;0;0;36;6;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CREDITO CREDLIDER - SICOOB CREDLIDER;5463934;b3S;I;2;S5;9;VOTUPORANGA;SP;01/03/2018;5204;43;443;897;980;72;0;0;2435;0;0;0;0;0;0;0;0;0;569;1;456;0;0;0;1026;112;1459;111;0;0;0;0;1681;0;0;0;0;0;0;0;0;45;17;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SCHROEDER - CRESOL SCHROEDER;8387258;b3S;I;2;S5;9;SCHROEDER;SC;01/03/2018;5177;28;132;286;486;198;0;0;1129;0;12;36;83;30;0;0;160;17;1;0;0;0;0;99;117;8;271;40;0;0;0;0;319;0;0;0;0;0;0;0;0;133;628;1044;1278;174;0;0;3256;6;18;45;82;46;0;0;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇAO SOLIDÁRIA DO VALE DAS ARAUCÁRIAS - CRESOL VALE DAS ARAUCÁRIAS;2483330;b3S;I;2;S5;9;TURVO;PR;01/03/2018;5018;15;244;385;428;106;0;0;1179;0;54;158;266;48;0;0;526;9;4;0;0;0;0;120;132;0;119;5;0;0;0;0;124;0;0;0;0;0;0;0;0;71;253;1204;338;173;81;0;2120;0;16;86;242;227;0;0;571;0;365;0;0;0;0;0;365;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SARANDI-CRESOL SARANDI;5220243;b3S;I;2;S5;9;SARANDI;RS;01/03/2018;5000;55;407;1357;964;596;285;0;3665;0;34;97;187;54;3;0;374;6;5;0;0;0;0;115;126;9;659;27;0;0;0;0;695;0;0;0;0;0;0;0;0;24;54;16;31;0;0;0;125;1;1;12;1;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS ESTADUAIS DA PARAÍBA - CREDS LTDA.;3373150;b3S;I;2;S5;9;JOAO PESSOA;PB;01/03/2018;4978;76;444;1019;2070;7;0;0;3616;0;34;103;199;0;0;0;336;0;87;133;115;0;0;0;334;112;440;83;0;0;0;0;635;0;0;0;0;0;0;0;0;44;12;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE WITMARSUM - CRESOL WITMARSUM;7465539;b3S;I;2;S5;9;WITMARSUM;SC;01/03/2018;4967;77;481;912;1082;562;115;0;3229;7;47;166;384;139;4;0;747;0;5;0;0;0;0;68;73;58;662;18;0;0;0;0;738;0;0;0;0;0;0;0;0;15;39;15;27;0;0;0;96;0;3;22;30;29;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO E INVESTIMENTO SICOOB INDEPENDÊNCIA - SICOOB INDEPENDÊNCIA;4306351;b3S;I;2;S5;9;SAO PAULO;SP;01/03/2018;4943;241;344;844;1297;198;0;0;2923;9;102;277;518;3;0;0;908;0;942;1;0;0;0;0;944;22;2;0;0;0;0;0;23;0;0;0;0;0;0;0;0;44;21;36;43;0;0;0;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL DE OURO   SULCREDI/OURO;7853842;b3S;I;2;S5;9;OURO;SC;01/03/2018;4942;140;914;1204;1091;223;3;0;3575;6;20;74;105;16;0;0;221;0;42;20;0;0;0;0;62;46;634;64;0;0;0;0;744;0;0;0;0;0;0;0;0;136;27;115;51;11;0;0;339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPRESÁRIOS, PROFISSIONAIS DO MERCADO IMOBILIÁRIO E DA CMI / SECOVI - SICOOB SECOVICRED MG;14913919;b3S;I;2;S5;9;BELO HORIZONTE;MG;01/03/2018;4921;71;341;713;1308;805;334;0;3572;0;50;115;160;6;0;0;332;0;858;86;0;0;0;0;945;0;35;1;0;0;0;0;36;0;0;0;0;0;0;0;0;24;13;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO NOSSA SENHORA DO DESTERRO - SICOOB CREDISC;3419786;b3S;I;2;S5;9;FLORIANOPOLIS;SC;01/03/2018;4916;26;582;876;934;182;0;0;2600;81;155;406;831;117;0;0;1590;0;103;89;12;0;0;0;204;33;371;16;0;0;0;0;421;0;0;0;0;0;0;0;0;92;8;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
BANCO MAXINVEST S.A.;80271455;b2;I;2;S4;8;CURITIBA;PR;01/03/2018;4916;0;869;1127;2280;32;0;0;4309;0;96;212;224;0;0;0;532;0;0;0;0;0;0;0;0;0;73;1;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO MÚTUO DOS CORRETORES DE SEGUROS DO ESTADO DE SÃO PAULO - SICOOB CREDICOR/SP;8030602;b3S;I;2;S5;9;SAO PAULO;SP;01/03/2018;4871;31;804;1798;1751;38;0;0;4422;0;0;0;0;0;0;0;0;0;337;14;0;0;0;0;352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;15;1;0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS ALTOS LTDA - SICOOB CREDIAGRO;429890;b3S;I;2;S5;9;CAMPOS ALTOS;MG;01/03/2018;4871;1;269;451;458;0;0;0;1179;0;84;216;320;23;0;0;644;0;1040;162;0;0;0;0;1202;4;1395;142;0;0;0;0;1542;0;0;0;0;0;0;0;0;23;120;19;0;0;0;0;162;0;0;0;0;0;0;0;0;0;0;143;0;0;0;0;143;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE VITÓRIA DA CONQUISTA;2833202;b3S;I;2;S5;9;VITORIA DA CONQUISTA;BA;01/03/2018;4857;2;644;1539;1655;68;0;0;3908;0;33;87;104;31;0;0;254;0;308;47;0;0;0;0;355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;337;0;0;0;0;0;339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
CREDITÁ S/A CRÉDITO, FINANCIAMENTO E INVESTIMENTO;12599971;n1;I;2;S5;14;PORTO ALEGRE;RS;01/03/2018;4754;80;3353;511;354;0;0;0;4298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;45;125;252;0;0;0;457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
FINANSINOS S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO;91669747;n1;I;2;S5;14;NOVO HAMBURGO;RS;01/03/2018;4721;1297;854;1067;757;0;0;0;3976;19;6;16;5;0;0;0;46;0;0;0;0;0;0;0;0;2;675;23;0;0;0;0;700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CREDITO CECRES - SICOOB CECRES;54603022;b3S;I;2;S5;9;SAO PAULO;SP;01/03/2018;4711;0;297;724;2654;1036;0;0;4711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
BANCO INBURSA S.A.;4866275;b1;I;3;S4;8;SAO PAULO;SP;01/03/2018;4706;4436;27;75;168;1;0;0;4706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
BANCO CAPITAL S.A.;15173776;b1;I;2;S4;8;SALVADOR;BA;01/03/2018;4696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;187;0;0;0;0;409;40;1638;34;0;0;0;0;1713;0;0;0;0;0;0;0;0;14;1191;1235;135;0;0;0;2574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM;71146450;b3S;I;2;S5;9;CAMPOS GERAIS;MG;01/03/2018;4685;3;359;1273;446;148;0;0;2229;0;42;95;192;17;0;0;346;0;226;831;26;0;0;0;1083;0;902;41;0;0;0;0;943;0;0;0;0;0;0;0;0;76;10;0;0;0;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ÁGUAS MORNAS - CRESOL ÁGUAS MORNAS;7512780;b3S;I;2;S5;9;AGUAS MORNAS;SC;01/03/2018;4647;21;190;449;479;37;0;0;1176;0;32;90;232;99;2;0;456;37;0;0;0;0;0;93;130;6;188;0;0;0;0;0;195;0;0;0;0;0;0;0;0;92;373;900;1092;55;0;0;2512;0;11;38;72;57;0;0;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CREDITO RURAL ASCOOB SISAL;63229629;b3S;I;2;S5;9;SERRINHA;BA;01/03/2018;4638;357;519;801;757;281;0;0;2715;25;148;341;444;15;0;0;974;10;56;0;0;0;0;170;235;25;332;12;0;0;0;0;370;0;0;0;0;0;0;0;0;95;173;77;0;0;0;0;345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE SOROCABA E REGIÃO – SICOOB COOPERASO;10175348;b3S;I;2;S5;9;SOROCABA;SP;01/03/2018;4632;42;493;885;729;153;0;0;2301;0;22;52;93;20;0;0;187;0;24;451;1;0;0;0;476;34;1553;65;0;0;0;0;1652;0;0;0;0;0;0;0;0;12;5;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE MAIRI LTDA. – SICOOB COOPEMAR;4174720;b3S;I;2;S5;9;MAIRI;BA;01/03/2018;4575;20;389;986;898;39;1;0;2333;3;57;141;201;20;0;0;421;0;514;0;0;0;0;0;514;66;952;94;0;0;0;0;1112;0;0;0;0;0;0;0;0;112;84;0;0;0;0;0;196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CREDITO MUTUO  DOS CORRETORES DE SEGUROS DE PORTO ALEGRE;2999687;b3S;I;2;S5;9;PORTO ALEGRE;RS;01/03/2018;4569;187;572;1170;1306;462;161;0;3857;0;0;0;0;0;0;0;0;0;80;414;16;0;0;0;510;0;168;11;0;0;0;0;179;0;0;0;0;0;0;0;0;11;11;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CREDITO RURAL DE RIO RUFINO - SICOOB/SC CREDIUNIÃO;2448839;b3S;I;2;S5;9;RIO RUFINO;SC;01/03/2018;4560;32;360;806;958;38;0;0;2194;1;91;237;431;104;0;0;864;0;128;61;13;0;0;0;202;41;1198;39;0;0;0;0;1278;0;0;0;0;0;0;0;0;16;4;2;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER JUDICIÁRIO DO RIO GRANDE DO SUL - SICOOB JUSTIÇA;3453295;b3S;I;2;S5;9;PORTO ALEGRE;RS;01/03/2018;4438;16;404;961;1142;247;121;0;2892;0;82;228;667;368;5;0;1350;0;19;68;0;0;0;0;87;7;102;0;0;0;0;0;109;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BAMBUÍ LTDA. - SICOOB CREDIBAM;66259110;b3S;I;2;S5;9;BAMBUI;MG;01/03/2018;4431;1;423;960;1339;6;0;0;2730;0;41;127;121;0;0;0;289;0;279;122;0;0;0;0;401;11;866;80;0;0;0;0;956;0;0;0;0;0;0;0;0;12;12;3;8;4;0;0;39;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;17;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA GRANDE TERESINA E MICRORREGIÕES DE CAMPO MAIOR, MÉDIO PARNAÍBA, ALTO MÉDIO GURGUEIA, FLORIANO, PICOS E LITORAL PIAUIENSE – SICOOB PIAUÍ;5477038;b3S;I;2;S5;9;TERESINA;PI;01/03/2018;4428;97;667;1399;1047;54;0;0;3264;0;43;138;429;197;0;0;807;0;249;44;0;0;0;0;293;0;22;1;0;0;0;0;23;0;0;0;0;0;0;0;0;34;6;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
